analyst_id,Ticker,Quarter,Reported,Rank,EpsPoints,RevenuePoints,TotalPoints
Analyst_2453690,SWKS,Q2 2020,4-May-20,25 / 55,-1,-1,-2
Analyst_2453690,VZ,Q1 2020,24-Apr-20,5/1,19,-3,16
Analyst_2453690,BX,Q1 2020,23-Apr-20,7/13,-5,-2,-7
Analyst_2453690,ZM,Q4 2020,4-Mar-20,38 / 62,9,9,18
Analyst_2453690,CPRT,Q2 2020,19-Feb-20,17 / 19,-8,-5,-13
Analyst_2453690,NVDA,Q4 2020,13-Feb-20,175 / 254,-4,10,6
Analyst_2453690,PIPR,Q2 2021,30-Jul-21,4/5,-6,-7,-13
Analyst_2453690,COWN,Q2 2021,28-Jul-21,4/6,-4,-4,-8
Analyst_2453690,PIPR,Q1 2021,30-Apr-21,6/7,-8,-9,-17
Analyst_2453690,COWN,Q1 2021,29-Apr-21,7/8,-11,-5,-16
Analyst_2453690,COWN,Q4 2020,11-Feb-21,3/4,-6,-5,-11
Analyst_2453690,PIPR,Q4 2020,4-Feb-21,4/4,-4,-5,-9
Analyst_2453690,PIPR,Q3 2020,30-Oct-20,2/4,13,14,27
Analyst_2453690,COWN,Q3 2020,27-Oct-20,1/6,15,10,25
Analyst_2453690,PIPR,Q2 2020,31-Jul-20,1/6,16,14,30
Analyst_2453690,COWN,Q2 2020,28-Jul-20,3/5,-5,-4,-9
Analyst_2453690,PIPR,Q1 2020,1-May-20,7/7,14,-7,7
Analyst_2453690,COWN,Q1 2020,29-Apr-20,5/5,-7,-16,-23
Analyst_2453690,PIPR,Q4 2019,31-Jan-20,8/8,-4,-4,-8
Analyst_2453690,PIPR,Q3 2019,30-Oct-19,3/6,-5,-2,-7
Analyst_2453690,TGT,Q3 2021,17-Nov-21,25 / 38,-4,14,10
Analyst_2453690,TTD,Q3 2021,8-Nov-21,9/1,12,21,33
Analyst_2453690,DXC,Q2 2022,3-Nov-21,3/4,12,-5,7
Analyst_2453690,PAYC,Q3 2021,2-Nov-21,6/13,-7,21,14
Analyst_2453690,GNRC,Q3 2021,2-Nov-21,14 / 17,-5,-3,-8
Analyst_2453690,AAPL,Q4 2021,28-Oct-21,135 / 324,-3,-1,-4
Analyst_2453690,SHOP,Q3 2021,28-Oct-21,60 / 63,-6,-9,-15
Analyst_2453690,URI,Q3 2021,27-Oct-21,3/13,10,14,24
Analyst_2453690,MSFT,Q1 2022,26-Oct-21,19 / 167,18,21,39
Analyst_2453690,ENPH,Q3 2021,26-Oct-21,8/1,13,19,32
Analyst_8268390,GOOGL,Q3 2021,26-Oct-21,13 / 157,19,21,40
Analyst_8268390,BX,Q3 2021,21-Oct-21,2/12,11,11,22
Analyst_8268390,SYF,Q3 2021,19-Oct-21,11/13,12,-13,-1
Analyst_8268390,TTD,Q2 2021,9-Aug-21,28 / 36,-7,18,11
Analyst_8268390,URI,Q2 2021,28-Jul-21,8/15,-5,13,8
Analyst_8268390,EVR,Q2 2021,28-Jul-21,7/9,11,15,26
Analyst_8268390,COWN,Q2 2021,28-Jul-21,5/6,-5,-5,-10
Analyst_8268390,GNRC,Q2 2021,28-Jul-21,2/14,13,12,25
Analyst_8268390,SHOP,Q2 2021,28-Jul-21,5/1,13,22,35
Analyst_8268390,MSFT,Q4 2021,27-Jul-21,40 / 184,15,13,28
Analyst_8268390,GOOGL,Q2 2021,27-Jul-21,47 / 163,12,12,24
Analyst_8268390,ENPH,Q2 2021,27-Jul-21,18 / 33,14,-3,11
Analyst_8268390,AAPL,Q3 2021,27-Jul-21,45 / 348,17,18,35
Analyst_8268390,BX,Q2 2021,22-Jul-21,9/9,-8,10,2
Analyst_8268390,SYF,Q2 2021,20-Jul-21,6/7,10,-5,5
TheRod,DXC,Q4 2021,26-May-21,1/9,-1,22,21
TheRod,HD,Q1 2021,18-May-21,7/1,12,15,27
TheRod,TTD,Q1 2021,10-May-21,23 / 39,12,-2,10
TheRod,SQ,Q1 2021,6-May-21,30 / 141,12,9,21
TheRod,COWN,Q1 2021,29-Apr-21,5/8,14,-3,11
TheRod,GNRC,Q1 2021,29-Apr-21,5/11,10,12,22
TheRod,AAPL,Q2 2021,28-Apr-21,149 / 461,10,11,21
TheRod,EVR,Q1 2021,28-Apr-21,2/8,7,25,32
TheRod,SHOP,Q1 2021,28-Apr-21,37 / 69,9,10,19
TheRod,MSFT,Q3 2021,27-Apr-21,26 / 234,19,21,40
TheRod,ENPH,Q1 2021,27-Apr-21,4/1,16,23,39
TheRod,GOOGL,Q1 2021,27-Apr-21,57 / 195,10,14,24
TheRod,TSLA,Q1 2021,26-Apr-21,56 / 382,23,-4,19
TheRod,BX,Q1 2021,22-Apr-21,4/15,14,18,32
TheRod,TDOC,Q4 2020,24-Feb-21,24 / 43,-2,-1,-3
TheRod,TTD,Q4 2020,18-Feb-21,12/1,10,14,24
TheRod,STMP,Q4 2020,17-Feb-21,3/15,19,14,33
TheRod,SHOP,Q4 2020,17-Feb-21,34 / 93,17,10,27
TheRod,GNRC,Q4 2020,11-Feb-21,8/10,11,11,22
TheRod,PAYC,Q4 2020,10-Feb-21,6/26,25,8,33
TheRod,ENPH,Q4 2020,9-Feb-21,6/1,10,22,32
TheRod,TSLA,Q4 2020,27-Jan-21,209 / 413,16,-3,13
TheRod,AAPL,Q1 2021,27-Jan-21,190 / 502,9,11,20
TheRod,JPM,Q4 2020,15-Jan-21,30 / 84,-3,24,21
TheRod,BBY,Q3 2021,24-Nov-20,6/26,12,12,24
TheRod,F,Q3 2021,27-Oct-21,21 / 42,11,-3,8
TheRod,MRNA,Q2 2021,5-Aug-21,38 / 41,-10,-15,-25
TheRod,CHWY,Q1 2021,10-Jun-21,14 / 21,19,-12,7
TheRod,RH,Q1 2021,9-Jun-21,3/19,14,23,37
TheRod,WSM,Q1 2021,26-May-21,1/15,14,15,29
TheRod,WW,Q1 2021,5-May-21,6/7,-7,-4,-11
TheRod,COWN,Q1 2021,29-Apr-21,2/8,17,-2,15
TheRod,F,Q1 2021,28-Apr-21,1/1,10,23,33
TheRod,ALLY,Q1 2021,16-Apr-21,10/1,10,18,28
TheRod,WW,Q4 2020,25-Feb-21,2/8,17,20,37
TheRod,MRNA,Q4 2020,25-Feb-21,34 / 40,-4,-3,-7
TheRod,CPRT,Q2 2020,19-Feb-20,15 / 19,-4,-8,-12
TheRod,LMT,Q4 2019,28-Jan-20,11/1,18,10,28
TheRod,LULU,Q3 2019,11-Dec-19,67 / 153,-3,19,16
TheRod,WSM,Q3 2019,21-Nov-19,27 / 30,-3,-8,-11
TheRod,CPRT,Q1 2020,20-Nov-19,1/21,25,22,47
TheRod,TGT,Q3 2019,20-Nov-19,44 / 63,-4,11,7
TheRod,DXCM,Q3 2019,6-Nov-19,1/19,11,17,28
TheRod,GPN,Q3 2019,31-Oct-19,5/20,17,9,26
TheRod,MSFT,Q1 2020,23-Oct-19,23 / 303,18,18,36
TheRod,SFIX,Q4 2019,1-Oct-19,41 / 80,10,-1,9
TheRod,ULTA,Q2 2019,29-Aug-19,48 / 50,-6,-9,-15
TheRod,CYBR,Q2 2019,7-Aug-19,6/1,20,15,35
TheRod,DIS,Q3 2019,6-Aug-19,7 / 223,11,12,23
TheRod,OSK,Q3 2019,1-Aug-19,1/14,16,17,33
TheRod,BOOM,Q2 2019,25-Jul-19,6/13,11,9,20
Josephine,GBX,Q3 2019,2-Jul-19,15 / 24,-2,-3,-5
Josephine,MU,Q3 2019,25-Jun-19,172 / 246,-2,-1,-3
Josephine,LULU,Q1 2019,12-Jun-19,61 / 153,14,8,22
Josephine,SFIX,Q3 2019,5-Jun-19,37 / 58,6,10,16
Josephine,ULTA,Q1 2019,30-May-19,24 / 56,16,-2,14
Josephine,NVDA,Q1 2020,16-May-19,88 / 341,-1,23,22
Josephine,KTOS,Q1 2019,8-May-19,17 / 17,-5,-4,-9
Josephine,QCOM,Q2 2019,1-May-19,51 / 156,14,14,28
Josephine,SSNC,Q1 2019,30-Apr-19,16 / 24,15,-3,12
Josephine,OSK,Q2 2019,30-Apr-19,11/18,21,-6,15
Josephine,BOOM,Q1 2019,25-Apr-19,6/12,17,-3,14
Josephine,MSFT,Q3 2019,24-Apr-19,41 / 324,13,15,28
Josephine,TSLA,Q1 2019,24-Apr-19,322 / 506,-4,-4,-8
Josephine,SFIX,Q2 2019,11-Mar-19,18 / 47,11,10,21
Josephine,SQ,Q4 2018,27-Feb-19,171 / 227,-10,14,4
Josephine,TWTR,Q4 2018,7-Feb-19,40 / 242,20,12,32
Josephine,OSK,Q1 2019,30-Jan-19,9/22,12,8,20
Josephine,USB,Q4 2018,16-Jan-19,2/26,25,16,41
Josephine,SFIX,Q1 2019,10-Dec-18,13 / 24,0,9,9
Josephine,NVDA,Q3 2019,15-Nov-18,341 / 446,-3,-2,-5
Josephine,AAPL,Q4 2018,1-Nov-18,365 / 709,-4,24,20
Josephine,ABMD,Q2 2019,1-Nov-18,19 / 30,11,-4,7
Josephine,KEM,Q2 2019,30-Oct-18,4/13,12,18,30
Josephine,USB,Q3 2018,17-Oct-18,20 / 27,-4,-1,-5
Josephine,GOOS,Q2 2022,5-Nov-21,5/5,-7,-13,-20
Josephine,GOOS,Q1 2022,11-Aug-21,3/3,-3,-16,-19
Josephine,GOOS,Q4 2021,13-May-21,5/5,-7,-7,-14
Josephine,COWN,Q1 2021,29-Apr-21,6/8,-3,-5,-8
Josephine,KEYS,Q4 2021,22-Nov-21,4/7,8,13,21
Josephine,AMAT,Q4 2021,18-Nov-21,25 / 48,-2,-4,-6
Josephine,BABA,Q2 2022,18-Nov-21,31 / 161,-1,-1,-2
Josephine,PLTR,Q3 2021,9-Nov-21,15 / 71,-3,23,20
Josephine,SWKS,Q4 2021,4-Nov-21,25 / 39,12,-3,9
Josephine,ICHR,Q3 2021,2-Nov-21,4/7,-2,-2,-4
Josephine,CRUS,Q2 2022,1-Nov-21,6/7,-5,10,5
Josephine,NXPI,Q3 2021,1-Nov-21,17 / 31,12,-1,11
Josephine,FN,Q1 2022,1-Nov-21,1/5,11,12,23
Josephine,RMD,Q1 2022,28-Oct-21,5/7,9,12,21
Josephine,AMZN,Q3 2021,28-Oct-21,83 / 210,-3,-1,-4
Josephine,CTSH,Q3 2021,27-Oct-21,3/7,16,21,37
Josephine,FFIV,Q4 2021,26-Oct-21,10/23,10,17,27
Josephine,MSFT,Q1 2022,26-Oct-21,102 / 167,7,9,16
Josephine,MASI,Q3 2021,26-Oct-21,4/5,12,7,19
Josephine,GLW,Q3 2021,26-Oct-21,5/15,-2,-2,-4
Josephine,FB,Q3 2021,25-Oct-21,61 / 185,-1,-1,-2
Josephine,RHI,Q3 2021,21-Oct-21,4/12,15,18,33
Josephine,LRCX,Q1 2022,20-Oct-21,41 / 45,-4,-6,-10
Josephine,ASML,Q3 2021,20-Oct-21,2/26,11,24,35
Josephine,INFY,Q2 2022,13-Oct-21,3/9,25,-5,20
Josephine,PAYX,Q1 2022,30-Sep-21,10/20,11,12,23
Josephine,MU,Q4 2021,28-Sep-21,50 / 88,17,-5,12
Analyst_7236391,JD,Q2 2021,23-Aug-21,4/1,22,25,47
Analyst_7236391,AMAT,Q3 2021,19-Aug-21,6/1,17,20,37
Analyst_7236391,KEYS,Q3 2021,18-Aug-21,4/7,11,-1,10
Analyst_7236391,FN,Q4 2021,16-Aug-21,3/5,11,10,21
Analyst_7236391,PLTR,Q2 2021,12-Aug-21,29 / 81,-2,13,11
VPJS,RMD,Q4 2021,5-Aug-21,2/5,19,-3,16
VPJS,ICHR,Q2 2021,3-Aug-21,1/6,25,-3,22
VPJS,BABA,Q1 2022,3-Aug-21,47 / 115,12,-3,9
VPJS,NXPI,Q2 2021,2-Aug-21,4/1,10,22,32
VPJS,AMZN,Q2 2021,29-Jul-21,14 / 210,23,-2,21
VPJS,SWKS,Q3 2021,29-Jul-21,21 / 34,-1,-4,-5
VPJS,FB,Q2 2021,28-Jul-21,76 / 199,12,14,26
VPJS,LRCX,Q4 2021,28-Jul-21,19 / 40,13,18,31
VPJS,CRUS,Q1 2022,28-Jul-21,2/11,13,17,30
VPJS,CTSH,Q2 2021,28-Jul-21,4/12,18,10,28
VPJS,MSFT,Q4 2021,27-Jul-21,96 / 184,11,10,21
VPJS,MASI,Q2 2021,27-Jul-21,4/4,7,9,16
VPJS,GLW,Q2 2021,27-Jul-21,10/17,15,8,23
VPJS,FFIV,Q3 2021,26-Jul-21,4/21,9,18,27
VPJS,ASML,Q2 2021,21-Jul-21,11/14,-4,-4,-8
VPJS,INFY,Q1 2022,14-Jul-21,2/6,25,8,33
VPJS,MU,Q3 2021,30-Jun-21,49 / 106,11,15,26
VPJS,AMAT,Q2 2021,20-May-21,31 / 71,16,13,29
VPJS,KEYS,Q2 2021,19-May-21,5/10,11,24,35
VPJS,CTSH,Q1 2021,5-May-21,2/8,15,16,31
VPJS,FN,Q3 2021,3-May-21,3/8,11,15,26
VPJS,AMZN,Q1 2021,29-Apr-21,7 / 239,14,24,38
VPJS,MDT,Q2 2022,23-Nov-21,8/15,-3,13,10
VPJS,SRDX,Q4 2021,10-Nov-21,4/4,8,8,16
VPJS,VCYT,Q3 2021,9-Nov-21,2/6,16,-2,14
VPJS,NUVA,Q3 2021,9-Nov-21,9/10,-6,-5,-11
VPJS,CSII,Q1 2022,9-Nov-21,1/9,20,22,42
VPJS,HAE,Q2 2022,9-Nov-21,8/8,-8,-8,-16
VPJS,HRC,Q4 2021,5-Nov-21,13 / 13,-4,-4,-8
VPJS,CRY,Q3 2021,4-Nov-21,1/4,0,-1,-1
VPJS,GMED,Q3 2021,4-Nov-21,5/11,12,-4,8
VPJS,INGN,Q3 2021,4-Nov-21,1/3,10,23,33
VPJS,NEO,Q3 2021,4-Nov-21,1/5,-1,-3,-4
VPJS,ZBH,Q3 2021,4-Nov-21,2/14,-4,24,20
VPJS,ATRC,Q3 2021,3-Nov-21,5/5,-4,-12,-16
VPJS,LIVN,Q3 2021,3-Nov-21,3/3,-5,-8,-13
VPJS,STE,Q2 2022,2-Nov-21,3/4,10,10,20
VPJS,HOLX,Q4 2021,1-Nov-21,5/5,-4,-4,-8
VPJS,RMD,Q1 2022,28-Oct-21,1/7,23,14,37
VPJS,MMSI,Q3 2021,28-Oct-21,7/7,-5,-4,-9
VPJS,SYK,Q3 2021,28-Oct-21,2/13,19,13,32
VPJS,TFX,Q3 2021,28-Oct-21,4/4,-5,-2,-7
VPJS,CNMD,Q3 2021,27-Oct-21,3/3,-11,-2,-13
VPJS,IVC,Q3 2021,27-Oct-21,4/4,8,-10,-2
VPJS,BSX,Q3 2021,27-Oct-21,6/10,-9,19,10
VPJS,MASI,Q3 2021,26-Oct-21,5/5,5,7,12
VPJS,MDT,Q1 2022,24-Aug-21,9/12,8,-3,5
VPJS,HAE,Q1 2022,11-Aug-21,7/8,-9,-17,-26
VPJS,STE,Q1 2022,9-Aug-21,2/3,10,-3,7
VPJS,NEO,Q2 2021,6-Aug-21,4/5,-5,-6,-11
VPJS,RMD,Q4 2021,5-Aug-21,4/5,-3,-4,-7
Needham_34,GMED,Q2 2021,4-Aug-21,7/9,10,-4,6
Needham_34,ATRC,Q2 2021,4-Aug-21,3/5,-3,-4,-7
Needham_34,CSII,Q4 2021,4-Aug-21,7/9,13,-4,9
Needham_34,INGN,Q2 2021,4-Aug-21,1/4,11,11,22
Needham_34,IVC,Q2 2021,4-Aug-21,1/3,20,-4,16
Needham_34,SRDX,Q3 2021,4-Aug-21,1/4,25,10,35
Needham_34,ZBH,Q2 2021,3-Aug-21,5/9,-1,-3,-4
Needham_34,HRC,Q3 2021,30-Jul-21,3/10,-1,16,15
Needham_34,MMSI,Q2 2021,29-Jul-21,4/6,-4,9,5
Needham_34,CRY,Q2 2021,29-Jul-21,3/4,0,8,8
Needham_34,VCYT,Q2 2021,29-Jul-21,1/8,-4,12,8
Needham_34,TFX,Q2 2021,29-Jul-21,4/4,-4,9,5
Needham_34,NUVA,Q2 2021,28-Jul-21,2/7,19,13,32
Needham_34,CNMD,Q2 2021,28-Jul-21,3/3,-7,6,-1
Needham_34,HOLX,Q3 2021,28-Jul-21,5/5,-4,-4,-8
Needham_34,LIVN,Q2 2021,28-Jul-21,4/4,6,7,13
Needham_34,SYK,Q2 2021,27-Jul-21,8/15,10,-4,6
Needham_34,MASI,Q2 2021,27-Jul-21,2/4,16,7,23
Needham_34,BSX,Q2 2021,27-Jul-21,6/10,10,6,16
Needham_34,MDT,Q4 2021,27-May-21,12/19,11,-3,8
Needham_34,STE,Q4 2021,18-May-21,1/8,14,-3,11
Needham_34,COO,Q4 2021,2-Dec-21,2/7,18,,18
Needham_34,MDT,Q2 2022,23-Nov-21,4/15,12,,12
Needham_34,BWAY,Q3 2021,17-Nov-21,3/5,6,,6
Needham_34,ALC,Q3 2021,9-Nov-21,4/4,-9,,-9
Needham_34,MNKD,Q3 2021,9-Nov-21,4/10,14,,14
Needham_34,PODD,Q3 2021,4-Nov-21,3/5,20,,20
Needham_34,GMED,Q3 2021,4-Nov-21,7/11,-5,,-5
Needham_34,GKOS,Q3 2021,4-Nov-21,4/5,15,,15
Needham_34,ZBH,Q3 2021,4-Nov-21,9/14,-4,,-4
Needham_34,CFMS,Q3 2021,3-Nov-21,2/5,-1,,-1
Needham_34,TNDM,Q3 2021,3-Nov-21,3/3,-7,,-7
Needham_34,IART,Q3 2021,2-Nov-21,5/7,-4,,-4
Needham_34,MMSI,Q3 2021,28-Oct-21,6/7,-5,,-5
Needham_34,SYK,Q3 2021,28-Oct-21,4/13,17,,17
Needham_34,DXCM,Q3 2021,28-Oct-21,12/12,-5,,-5
Needham_34,BSX,Q3 2021,27-Oct-21,7/10,9,,9
Needham_34,ANGO,Q1 2022,30-Sep-21,6/10,-4,,-4
Needham_34,COO,Q3 2021,2-Sep-21,1/6,25,,25
Needham_34,MDT,Q1 2022,24-Aug-21,10/12,-4,,-4
Needham_34,MNKD,Q2 2021,11-Aug-21,5/6,-1,,-1
Needham_34,BWAY,Q2 2021,11-Aug-21,1/4,25,,25
Needham_34,GKOS,Q2 2021,5-Aug-21,3/3,11,,11
Needham_34,PODD,Q2 2021,5-Aug-21,2/6,10,,10
Needham_34,GMED,Q2 2021,4-Aug-21,8/9,-6,,-6
Needham_34,CFMS,Q2 2021,4-Aug-21,3/4,0,,0
Needham_34,TNDM,Q2 2021,4-Aug-21,7/7,-6,,-6
Needham_34,ZBH,Q2 2021,3-Aug-21,4/9,-2,,-2
Needham_34,MMSI,Q2 2021,29-Jul-21,5/6,-4,,-4
Needham_34,DXCM,Q2 2021,29-Jul-21,9/11,9,,9
Needham_34,IART,Q2 2021,28-Jul-21,4/6,8,,8
Canaccord_285,SYK,Q2 2021,27-Jul-21,12/15,-7,,-7
Oppenheimer_30,BSX,Q2 2021,27-Jul-21,9/10,-5,,-5
Oppenheimer_30,COO,Q2 2021,3-Jun-21,6/7,6,,6
Oppenheimer_30,MDT,Q4 2021,27-May-21,15 / 19,-3,,-3
Oppenheimer_30,BWAY,Q1 2021,20-May-21,2/4,12,,12
Oppenheimer_30,MNKD,Q1 2021,12-May-21,1/7,25,,25
Oppenheimer_30,PODD,Q1 2021,6-May-21,4/5,15,,15
Oppenheimer_30,CFMS,Q1 2021,5-May-21,1/5,15,,15
Oppenheimer_30,TNDM,Q1 2021,5-May-21,8/8,-14,,-14
Oppenheimer_30,GMED,Q1 2021,4-May-21,10/11,-9,,-9
Oppenheimer_30,ZBH,Q1 2021,4-May-21,7/11,-4,,-4
Oppenheimer_30,MMSI,Q1 2021,29-Apr-21,7/7,-4,,-4
Oppenheimer_30,DXCM,Q1 2021,29-Apr-21,13 / 15,-5,,-5
Oppenheimer_30,IART,Q1 2021,28-Apr-21,6/6,-6,,-6
Oppenheimer_30,BSX,Q1 2021,28-Apr-21,11/12,-6,,-6
Oppenheimer_30,SYK,Q1 2021,27-Apr-21,3/17,-1,,-1
Oppenheimer_30,BWAY,Q4 2020,24-Mar-21,1/3,16,,16
Oppenheimer_30,COO,Q1 2021,4-Mar-21,5/5,-5,,-5
Oppenheimer_30,CFMS,Q4 2020,3-Mar-21,5/6,-5,,-5
Oppenheimer_30,GKOS,Q4 2020,25-Feb-21,2/2,-4,,-4
Oppenheimer_30,NVDA,Q3 2022,17-Nov-21,75 / 212,16,11,27
Oppenheimer_30,BEN,Q4 2021,1-Nov-21,1/5,10,14,24
Oppenheimer_30,AMD,Q3 2021,26-Oct-21,112 / 179,9,12,21
Oppenheimer_30,GS,Q3 2021,15-Oct-21,30 / 53,10,9,19
Oppenheimer_30,RH,Q2 2021,8-Sep-21,16 / 20,-4,-2,-6
Oppenheimer_30,PTON,Q4 2021,26-Aug-21,31 / 55,-3,-1,-4
Oppenheimer_30,NVDA,Q2 2022,18-Aug-21,81 / 157,12,17,29
Oppenheimer_30,ABNB,Q2 2021,12-Aug-21,43 / 49,-5,-4,-9
Oppenheimer_30,TTD,Q2 2021,9-Aug-21,9/1,15,13,28
Oppenheimer_30,XOM,Q2 2021,30-Jul-21,19 / 45,25,-4,21
Oppenheimer_30,MMSI,Q2 2021,29-Jul-21,6/6,-4,-4,-8
Oppenheimer_30,X,Q2 2021,29-Jul-21,11/13,-2,-3,-5
Oppenheimer_30,CS,Q2 2021,29-Jul-21,3/8,-3,-1,-4
Oppenheimer_30,FB,Q2 2021,28-Jul-21,126 / 199,8,10,18
Oppenheimer_30,GOOGL,Q2 2021,27-Jul-21,100 / 163,9,8,17
Oppenheimer_30,AAPL,Q3 2021,27-Jul-21,54 / 348,17,17,34
Oppenheimer_30,AMD,Q2 2021,27-Jul-21,27 / 202,19,19,38
Oppenheimer_30,SLB,Q2 2021,23-Jul-21,3/21,18,19,37
Oppenheimer_30,TWTR,Q2 2021,22-Jul-21,1/1,23,14,37
Oppenheimer_30,INTC,Q2 2021,22-Jul-21,50 / 112,12,9,21
Oppenheimer_30,TXN,Q2 2021,21-Jul-21,22 / 41,11,8,19
Oppenheimer_30,KO,Q2 2021,21-Jul-21,23 / 32,9,-3,6
Oppenheimer_30,NFLX,Q2 2021,20-Jul-21,70 / 140,-4,-1,-5
Oppenheimer_30,IBM,Q2 2021,19-Jul-21,27 / 63,-3,11,8
Oppenheimer_30,RH,Q1 2021,9-Jun-21,13 / 19,10,9,19
Oppenheimer_30,SE,Q1 2021,18-May-21,10/1,-4,23,19
Oppenheimer_30,ABNB,Q1 2021,13-May-21,20 / 39,-3,10,7
Oppenheimer_30,AMG,Q1 2021,3-May-21,1/5,-3,-2,-5
Oppenheimer_30,MMSI,Q1 2021,29-Apr-21,4/7,9,9,18
Oppenheimer_30,TWTR,Q1 2021,29-Apr-21,98 / 101,-8,-25,-33
Oppenheimer_30,FB,Q1 2021,28-Apr-21,142 / 194,8,-4,4
Oppenheimer_30,V,Q2 2021,27-Apr-21,69 / 80,-10,8,-2
Kimbo,GOOGL,Q1 2021,27-Apr-21,14 / 195,9,24,33
Kimbo,AMD,Q1 2021,27-Apr-21,99 / 239,11,15,26
Kimbo,INTC,Q1 2021,22-Apr-21,76 / 184,9,9,18
Kimbo,MS,Q1 2021,16-Apr-21,16 / 34,10,10,20
Kimbo,SE,Q4 2020,2-Mar-21,17 / 23,8,9,17
Kimbo,ABNB,Q4 2020,25-Feb-21,30 / 33,-2,-4,-6
Kimbo,TTD,Q4 2020,18-Feb-21,41 / 48,-3,-3,-6
Kimbo,TWTR,Q4 2020,9-Feb-21,29 / 125,13,11,24
Kimbo,AMG,Q4 2020,8-Feb-21,5/5,7,-6,1
Kimbo,PTON,Q2 2021,4-Feb-21,20 / 73,13,16,29
Kimbo,GOOGL,Q4 2020,2-Feb-21,103 / 189,9,10,19
Kimbo,BEN,Q1 2021,2-Feb-21,5/6,-8,-3,-11
Kimbo,FB,Q4 2020,27-Jan-21,154 / 258,10,-3,7
Kimbo,AAPL,Q1 2021,27-Jan-21,355 / 502,-4,-4,-8
Kimbo,AMD,Q4 2020,26-Jan-21,43 / 274,20,14,34
Kimbo,INTC,Q4 2020,21-Jan-21,149 / 159,-4,-4,-8
Kimbo,PTON,Q1 2021,5-Nov-20,42 / 54,-4,-1,-5
Kimbo,TWTR,Q3 2020,29-Oct-20,46 / 111,9,9,18
Kimbo,LMAT,Q4 2020,25-Feb-21,4/4,-5,-16,-21
Kimbo,IRTC,Q4 2020,25-Feb-21,6/9,-1,-7,-8
Kimbo,NVRO,Q4 2020,24-Feb-21,7/7,-11,-6,-17
Kimbo,MMSI,Q4 2020,24-Feb-21,6/7,-6,-3,-9
Kimbo,PEN,Q4 2020,23-Feb-21,1/7,15,-3,12
Kimbo,ATRC,Q4 2020,23-Feb-21,6/6,-6,-17,-23
Kimbo,CRY,Q4 2020,11-Feb-21,3/5,-4,24,20
Kimbo,BSX,Q4 2020,3-Feb-21,11/12,-5,-4,-9
Kimbo,EW,Q4 2020,27-Jan-21,3/18,23,-1,22
Kimbo,ISRG,Q4 2020,21-Jan-21,10/1,10,16,26
Kimbo,ATRC,Q3 2020,5-Nov-20,6/6,-4,-4,-8
Kimbo,NVRO,Q3 2020,5-Nov-20,7/7,-8,-18,-26
Kimbo,IRTC,Q3 2020,5-Nov-20,9/10,-4,-6,-10
Kimbo,CRY,Q3 2020,4-Nov-20,3/6,9,7,16
Kimbo,LMAT,Q3 2020,29-Oct-20,5/5,9,-10,-1
Kimbo,MMSI,Q3 2020,28-Oct-20,6/7,9,-4,5
Kimbo,PEN,Q3 2020,28-Oct-20,4/5,-3,9,6
Kimbo,BSX,Q3 2020,28-Oct-20,1/12,17,21,38
Kimbo,EW,Q3 2020,21-Oct-20,12/13,-6,-9,-15
Kimbo,ISRG,Q3 2020,15-Oct-20,5/1,16,12,28
Kimbo,IRTC,Q2 2020,6-Aug-20,3/9,-7,20,13
Kimbo,NVRO,Q2 2020,5-Aug-20,4/5,-4,10,6
Kimbo,PEN,Q2 2020,3-Aug-20,2/4,13,-4,9
Kimbo,CRY,Q2 2020,30-Jul-20,6/6,-4,-5,-9
Kimbo,MMSI,Q2 2020,29-Jul-20,1/9,13,10,23
Kimbo,BSX,Q2 2020,29-Jul-20,11/13,-4,-6,-10
Kimbo,ATRC,Q2 2020,28-Jul-20,3/7,14,21,35
Kimbo,EW,Q2 2020,23-Jul-20,2/14,14,12,26
Kimbo,LMAT,Q2 2020,23-Jul-20,1/8,19,13,32
Kimbo,ISRG,Q2 2020,21-Jul-20,32 / 54,-5,16,11
Kimbo,ANGO,Q4 2020,16-Jul-20,4/5,-3,-3,-6
Kimbo,PEN,Q1 2020,7-May-20,2/7,-4,25,21
Kimbo,IRTC,Q1 2020,7-May-20,7/7,-5,-4,-9
Suntrust_44,NVRO,Q1 2020,5-May-20,1/7,20,-2,18
Canaccord_283,LMAT,Q1 2020,30-Apr-20,1/6,0,-1,-1
Canaccord_164,CRY,Q1 2020,30-Apr-20,6/7,-3,-4,-7
Canaccord_164,ATRC,Q1 2020,29-Apr-20,4/8,-8,25,17
Canaccord_164,BSX,Q1 2020,29-Apr-20,9/11,-3,-7,-10
Canaccord_164,EW,Q1 2020,23-Apr-20,8/11,19,-3,16
Canaccord_164,MMSI,Q1 2020,23-Apr-20,6/8,-5,10,5
Canaccord_164,ISRG,Q1 2020,16-Apr-20,32 / 41,-12,10,-2
Canaccord_164,ANGO,Q3 2020,7-Apr-20,6/8,0,11,11
Canaccord_164,NVRO,Q4 2019,25-Feb-20,5/7,14,-4,10
Canaccord_164,PEN,Q4 2019,25-Feb-20,4/7,25,12,37
Canaccord_164,MMSI,Q4 2019,24-Feb-20,6/7,-3,-5,-8
Canaccord_164,ATRC,Q4 2019,18-Feb-20,4/6,-4,10,6
Canaccord_164,CRY,Q4 2019,13-Feb-20,1/9,16,15,31
Canaccord_164,LMAT,Q4 2019,6-Feb-20,2/8,25,-2,23
